locus_tag	ftype	length_bp	gene	EC_number	COG	product
AGMPGHNC_00331	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
AGMPGHNC_00332	CDS	897	benM_1			HTH-type transcriptional regulator BenM
AGMPGHNC_00333	CDS	1191	dgoD_1	4.2.1.6	COG4948	D-galactonate dehydratase
AGMPGHNC_00334	CDS	1263	sauU_1			putative sulfoacetate transporter SauU
AGMPGHNC_00335	CDS	846	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
AGMPGHNC_00336	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
AGMPGHNC_00337	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
AGMPGHNC_00338	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
AGMPGHNC_00339	CDS	1149	dgoD_2	4.2.1.6	COG4948	D-galactonate dehydratase
AGMPGHNC_00340	CDS	1293	dgoT			D-galactonate transporter
AGMPGHNC_00341	CDS	2736	torS	2.7.13.3	COG0784	Sensor protein TorS
AGMPGHNC_00342	CDS	1041	torT		COG1879	Periplasmic protein TorT
AGMPGHNC_00343	CDS	729	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
AGMPGHNC_00344	CDS	1185	torC		COG3005	Cytochrome c-type protein TorC
AGMPGHNC_00345	CDS	2553	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
AGMPGHNC_00346	CDS	633	torD_1		COG3381	Chaperone protein TorD
AGMPGHNC_00347	CDS	1401				hypothetical protein
AGMPGHNC_00348	CDS	627	ccmA_1	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
AGMPGHNC_00349	CDS	657	ccmB_1		COG2386	Heme exporter protein B
AGMPGHNC_00350	CDS	738	ccmC_1		COG0755	Heme exporter protein C
AGMPGHNC_00351	CDS	213	ccmD_1		COG3114	Heme exporter protein D
AGMPGHNC_00352	CDS	480	ccmE_1		COG2332	Cytochrome c-type biogenesis protein CcmE
AGMPGHNC_00353	CDS	1932	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
AGMPGHNC_00354	CDS	558	dsbE_1		COG0526	Thiol:disulfide interchange protein DsbE
AGMPGHNC_00355	CDS	375				hypothetical protein
AGMPGHNC_00356	CDS	1206				hypothetical protein
AGMPGHNC_00357	CDS	1086	fliC		COG1344	Flagellin
AGMPGHNC_00358	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
AGMPGHNC_00359	CDS	687	proQ		COG3109	RNA chaperone ProQ
AGMPGHNC_00360	CDS	570	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
AGMPGHNC_00361	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
AGMPGHNC_00362	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
AGMPGHNC_00363	CDS	1542	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
AGMPGHNC_00364	CDS	240	yebV			putative protein YebV
AGMPGHNC_00365	CDS	192				hypothetical protein
AGMPGHNC_00366	CDS	651	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
AGMPGHNC_00367	CDS	234				hypothetical protein
AGMPGHNC_00368	CDS	165				hypothetical protein
AGMPGHNC_00369	CDS	723	sopE2			Guanine nucleotide exchange factor sopE2
AGMPGHNC_00370	CDS	396	ydfO		COG5562	putative protein YdfO
AGMPGHNC_00371	CDS	477				hypothetical protein
AGMPGHNC_00372	CDS	420				hypothetical protein
AGMPGHNC_00373	CDS	147				hypothetical protein
AGMPGHNC_00374	CDS	858				IS256 family transposase IS285
AGMPGHNC_00375	CDS	369				hypothetical protein
AGMPGHNC_00376	CDS	915				hypothetical protein
AGMPGHNC_00377	CDS	159				hypothetical protein
AGMPGHNC_00378	CDS	615				hypothetical protein
AGMPGHNC_00379	CDS	123				hypothetical protein
AGMPGHNC_00380	CDS	159				hypothetical protein
AGMPGHNC_00381	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
AGMPGHNC_00382	CDS	627	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
AGMPGHNC_00383	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
AGMPGHNC_00384	CDS	477	greA		COG0782	Transcription elongation factor GreA
AGMPGHNC_00385	CDS	102				hypothetical protein
AGMPGHNC_00386	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
AGMPGHNC_00387	CDS	1173	obg	3.6.5.-	COG0536	GTPase Obg
AGMPGHNC_00388	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
AGMPGHNC_00389	CDS	258	rpmA		COG0211	50S ribosomal protein L27
AGMPGHNC_00390	CDS	312	rplU		COG0261	50S ribosomal protein L21
AGMPGHNC_00391	CDS	1113	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
AGMPGHNC_00392	CDS	288				hypothetical protein
AGMPGHNC_00393	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
AGMPGHNC_00394	CDS	294	ibaG		COG5007	Acid stress protein IbaG
AGMPGHNC_00395	CDS	297	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
AGMPGHNC_00396	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
AGMPGHNC_00397	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
AGMPGHNC_00398	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
AGMPGHNC_00399	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
AGMPGHNC_00400	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
AGMPGHNC_00401	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
AGMPGHNC_00402	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
AGMPGHNC_00403	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
AGMPGHNC_00404	CDS	555	lptA		COG1934	Lipopolysaccharide export system protein LptA
AGMPGHNC_00405	CDS	726	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
AGMPGHNC_00406	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
AGMPGHNC_00407	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
AGMPGHNC_00408	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
AGMPGHNC_00409	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
AGMPGHNC_00410	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
AGMPGHNC_00411	CDS	633	yrbL			putative protein YrbL
AGMPGHNC_00412	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
AGMPGHNC_00413	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
AGMPGHNC_00414	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
AGMPGHNC_00415	CDS	930				hypothetical protein
AGMPGHNC_00416	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
AGMPGHNC_00417	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
AGMPGHNC_00418	CDS	1104	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
AGMPGHNC_00419	CDS	1254	codB		COG1457	Cytosine permease
AGMPGHNC_00420	CDS	1281	codA	3.5.4.1	COG0402	Cytosine deaminase
AGMPGHNC_00421	CDS	468	yhcH_1		COG2731	putative protein YhcH
AGMPGHNC_00422	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
AGMPGHNC_00423	CDS	690	nanE2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase 2
AGMPGHNC_00424	CDS	1491	nanT			Sialic acid transporter NanT
AGMPGHNC_00425	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
AGMPGHNC_00426	CDS	783	nanR		COG2186	HTH-type transcriptional repressor NanR
AGMPGHNC_00427	CDS	501	sspB		COG2969	Stringent starvation protein B
AGMPGHNC_00428	CDS	639	sspA		COG0625	Stringent starvation protein A
AGMPGHNC_00429	CDS	795				hypothetical protein
AGMPGHNC_00430	CDS	393	rpsI		COG0103	30S ribosomal protein S9
AGMPGHNC_00431	CDS	429	rplM		COG0102	50S ribosomal protein L13
AGMPGHNC_00432	CDS	1125	zapE		COG1485	Cell division protein ZapE
AGMPGHNC_00433	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
AGMPGHNC_00434	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
AGMPGHNC_00435	CDS	1071	degS	3.4.21.107	COG0265	Serine endoprotease DegS
AGMPGHNC_00436	CDS	699	citG_1	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
AGMPGHNC_00437	CDS	342				hypothetical protein
AGMPGHNC_00438	CDS	255	oadG_1	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
AGMPGHNC_00439	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
AGMPGHNC_00440	CDS	900	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
AGMPGHNC_00441	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
AGMPGHNC_00442	CDS	666				hypothetical protein
AGMPGHNC_00443	CDS	630				hypothetical protein
AGMPGHNC_00444	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
AGMPGHNC_00445	CDS	471	argR_1		COG1438	Arginine repressor
AGMPGHNC_00446	CDS	264				hypothetical protein
AGMPGHNC_00447	CDS	267				hypothetical protein
AGMPGHNC_00448	CDS	273	yhcO		COG2732	putative protein YhcO
AGMPGHNC_00449	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
AGMPGHNC_00450	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
AGMPGHNC_00451	CDS	204	aaeX			Protein AaeX
AGMPGHNC_00452	CDS	930	dmlR_1			HTH-type transcriptional regulator DmlR
AGMPGHNC_00453	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
AGMPGHNC_00454	CDS	3801				hypothetical protein
AGMPGHNC_00455	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
AGMPGHNC_00456	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
AGMPGHNC_00457	CDS	492	mreD		COG2891	Rod shape-determining protein MreD
AGMPGHNC_00458	CDS	1053	mreC		COG1792	Cell shape-determining protein MreC
AGMPGHNC_00459	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
AGMPGHNC_00460	CDS	1941	csrD			RNase E specificity factor CsrD
AGMPGHNC_00461	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
AGMPGHNC_00462	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
AGMPGHNC_00463	CDS	600	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
AGMPGHNC_00464	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
AGMPGHNC_00465	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
AGMPGHNC_00466	CDS	243	yhdT		COG3924	putative membrane protein YhdT
AGMPGHNC_00467	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
AGMPGHNC_00468	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
AGMPGHNC_00469	CDS	144				hypothetical protein
AGMPGHNC_00470	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
AGMPGHNC_00471	CDS	297	fis		COG2901	DNA-binding protein Fis
AGMPGHNC_00472	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
AGMPGHNC_00473	CDS	165				hypothetical protein
AGMPGHNC_00474	CDS	2100			COG2200	putative signaling protein
AGMPGHNC_00475	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
AGMPGHNC_00476	CDS	1158	acrE			Multidrug export protein AcrE
AGMPGHNC_00477	CDS	3114	acrF		COG0841	Multidrug export protein AcrF
AGMPGHNC_00478	CDS	222				hypothetical protein
AGMPGHNC_00479	tRNA	76				tRNA-Thr(ggt)
AGMPGHNC_00480	CDS	246				IS200/IS605 family transposase IS200F
AGMPGHNC_00481	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
AGMPGHNC_00482	CDS	480	pduV_1		COG4917	Propanediol utilization protein PduV
AGMPGHNC_00483	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
AGMPGHNC_00484	CDS	804				hypothetical protein
AGMPGHNC_00485	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
AGMPGHNC_00486	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
AGMPGHNC_00487	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
AGMPGHNC_00488	CDS	1404	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
AGMPGHNC_00489	CDS	840	ftsA_1			Cell division protein FtsA
AGMPGHNC_00490	CDS	1188	mdh_3	1.1.1.244		NAD-dependent methanol dehydrogenase
AGMPGHNC_00491	CDS	1227				hypothetical protein
AGMPGHNC_00492	CDS	1404				hypothetical protein
AGMPGHNC_00493	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
AGMPGHNC_00494	CDS	897	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
AGMPGHNC_00495	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
AGMPGHNC_00496	CDS	495	eutK		COG4577	Ethanolamine utilization protein EutK
AGMPGHNC_00497	CDS	969				hypothetical protein
AGMPGHNC_00498	CDS	1278				hypothetical protein
AGMPGHNC_00499	CDS	330				hypothetical protein
AGMPGHNC_00500	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
AGMPGHNC_00501	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
AGMPGHNC_00502	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
AGMPGHNC_00503	CDS	450	yfeZ			Inner membrane protein YfeZ
AGMPGHNC_00504	CDS	576	yfeY			putative protein YfeY
AGMPGHNC_00505	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
AGMPGHNC_00506	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
AGMPGHNC_00507	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
AGMPGHNC_00508	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
AGMPGHNC_00509	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
AGMPGHNC_00510	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
AGMPGHNC_00511	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
AGMPGHNC_00512	CDS	540				hypothetical protein
AGMPGHNC_00513	CDS	363				hypothetical protein
AGMPGHNC_00514	CDS	720				hypothetical protein
AGMPGHNC_00515	CDS	1293	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
AGMPGHNC_00516	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
AGMPGHNC_00517	CDS	240				hypothetical protein
AGMPGHNC_00518	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
AGMPGHNC_00519	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
AGMPGHNC_00520	CDS	258	ptsH_1		COG1925	Phosphocarrier protein HPr
AGMPGHNC_00521	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
AGMPGHNC_00522	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
AGMPGHNC_00523	CDS	987	zipA		COG3115	Cell division protein ZipA
AGMPGHNC_00524	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
AGMPGHNC_00525	CDS	219				hypothetical protein
AGMPGHNC_00526	CDS	999				hypothetical protein
AGMPGHNC_00527	CDS	927	oxyR_2			Hydrogen peroxide-inducible genes activator
AGMPGHNC_00528	CDS	762				hypothetical protein
AGMPGHNC_00529	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
AGMPGHNC_00530	CDS	1257	xapB			Xanthosine permease
AGMPGHNC_00531	CDS	159				hypothetical protein
AGMPGHNC_00532	CDS	885	hcaR_1			Hca operon transcriptional activator HcaR
AGMPGHNC_00533	tRNA	76				tRNA-Lys(ttt)
AGMPGHNC_00534	tRNA	76				tRNA-Val(tac)
AGMPGHNC_00535	tRNA	76				tRNA-Val(tac)
AGMPGHNC_00536	tRNA	76				tRNA-Val(tac)
AGMPGHNC_00537	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
AGMPGHNC_00538	CDS	372				hypothetical protein
AGMPGHNC_00539	CDS	363				hypothetical protein
AGMPGHNC_00540	tRNA	76				tRNA-Ala(ggc)
AGMPGHNC_00541	tRNA	76				tRNA-Ala(ggc)
AGMPGHNC_00542	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
AGMPGHNC_00543	CDS	1092	nupC		COG1972	Nucleoside permease NupC
AGMPGHNC_00544	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
AGMPGHNC_00545	CDS	327				hypothetical protein
AGMPGHNC_00546	CDS	999	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
AGMPGHNC_00547	CDS	1653	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
AGMPGHNC_00548	CDS	1236	yfeO			Putative ion-transport protein YfeO
AGMPGHNC_00549	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
AGMPGHNC_00550	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
AGMPGHNC_00551	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
AGMPGHNC_00552	CDS	114				hypothetical protein
AGMPGHNC_00553	CDS	243				hypothetical protein
AGMPGHNC_00554	CDS	1392	pgtP		COG2271	Phosphoglycerate transporter protein
AGMPGHNC_00555	CDS	1275	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
AGMPGHNC_00556	CDS	2007	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
AGMPGHNC_00557	CDS	1251	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
AGMPGHNC_00558	CDS	96				hypothetical protein
AGMPGHNC_00559	CDS	939	pla	3.4.23.48		Coagulase/fibrinolysin
AGMPGHNC_00560	tRNA	75				tRNA-Arg(cct)
AGMPGHNC_00561	CDS	942	yfdC		COG2116	Inner membrane protein YfdC
AGMPGHNC_00562	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
AGMPGHNC_00563	CDS	1308	fadL		COG2067	Long-chain fatty acid transport protein
AGMPGHNC_00564	CDS	285				hypothetical protein
AGMPGHNC_00565	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
AGMPGHNC_00566	CDS	2148	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
AGMPGHNC_00567	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
AGMPGHNC_00568	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
AGMPGHNC_00569	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
AGMPGHNC_00570	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
AGMPGHNC_00571	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
AGMPGHNC_00572	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
AGMPGHNC_00573	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
AGMPGHNC_00574	CDS	276				hypothetical protein
AGMPGHNC_00575	CDS	2001	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
AGMPGHNC_00576	CDS	1215	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
AGMPGHNC_00577	CDS	657				hypothetical protein
AGMPGHNC_00578	CDS	519				hypothetical protein
AGMPGHNC_00579	CDS	369				hypothetical protein
AGMPGHNC_00580	CDS	249				hypothetical protein
AGMPGHNC_00581	CDS	375				hypothetical protein
AGMPGHNC_00582	CDS	1179	yfcJ_1			putative MFS-type transporter YfcJ
AGMPGHNC_00583	CDS	1002	flk			Flagellar regulator flk
AGMPGHNC_00584	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
AGMPGHNC_00585	CDS	1014	usg		COG0136	USG-1 protein
AGMPGHNC_00586	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
AGMPGHNC_00587	CDS	660	dedA		COG0586	Protein DedA
AGMPGHNC_00588	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
AGMPGHNC_00589	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
AGMPGHNC_00590	CDS	675	dedD			Cell division protein DedD
AGMPGHNC_00591	CDS	489	cvpA		COG1286	Colicin V production protein
AGMPGHNC_00592	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
AGMPGHNC_00593	CDS	1428	rocR		COG3829	Arginine utilization regulatory protein RocR
AGMPGHNC_00594	CDS	1398	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
AGMPGHNC_00595	CDS	1422	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
AGMPGHNC_00596	CDS	1104	orr	5.1.1.12	COG3457	Ornithine racemase
AGMPGHNC_00597	CDS	1407	rocC		COG0833	Amino-acid permease RocC
AGMPGHNC_00598	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
AGMPGHNC_00599	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
AGMPGHNC_00600	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
AGMPGHNC_00601	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
AGMPGHNC_00602	CDS	708	hisM		COG4160	Histidine transport system permease protein HisM
AGMPGHNC_00603	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
AGMPGHNC_00604	CDS	894				Epimerase family protein
AGMPGHNC_00605	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
AGMPGHNC_00606	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
AGMPGHNC_00607	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
AGMPGHNC_00608	CDS	555	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
AGMPGHNC_00609	CDS	1020	gntR_1			HTH-type transcriptional regulator GntR
AGMPGHNC_00610	CDS	444	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
AGMPGHNC_00611	CDS	273				hypothetical protein
AGMPGHNC_00612	CDS	1392	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
AGMPGHNC_00613	CDS	831	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
AGMPGHNC_00614	CDS	954	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
AGMPGHNC_00615	CDS	1521				hypothetical protein
AGMPGHNC_00616	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
AGMPGHNC_00617	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
AGMPGHNC_00618	CDS	456				hypothetical protein
AGMPGHNC_00619	CDS	495				hypothetical protein
AGMPGHNC_00620	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
AGMPGHNC_00621	CDS	1827				hypothetical protein
AGMPGHNC_00622	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
AGMPGHNC_00623	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
AGMPGHNC_00624	CDS	936	hdfR_1			HTH-type transcriptional regulator HdfR
AGMPGHNC_00625	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
AGMPGHNC_00626	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
AGMPGHNC_00627	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
AGMPGHNC_00628	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
AGMPGHNC_00629	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
AGMPGHNC_00630	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
AGMPGHNC_00631	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
AGMPGHNC_00632	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
AGMPGHNC_00633	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
AGMPGHNC_00634	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
AGMPGHNC_00635	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
AGMPGHNC_00636	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
AGMPGHNC_00637	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
AGMPGHNC_00638	CDS	1782				hypothetical protein
AGMPGHNC_00639	CDS	1002	cheV		COG0784	Chemotaxis protein CheV
AGMPGHNC_00640	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
AGMPGHNC_00641	CDS	462	elaA		COG2153	Protein ElaA
AGMPGHNC_00642	CDS	306	elaB		COG4575	Protein ElaB
AGMPGHNC_00643	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
AGMPGHNC_00644	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
AGMPGHNC_00645	CDS	759	menH_1	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AGMPGHNC_00646	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
AGMPGHNC_00647	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
AGMPGHNC_00648	CDS	1368	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
AGMPGHNC_00649	CDS	258	pmrD			Signal transduction protein PmrD
AGMPGHNC_00650	CDS	378	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
AGMPGHNC_00651	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
