locus_tag	ftype	length_bp	gene	EC_number	COG	product
GJMMAFOP_00362	CDS	1263	pksG	2.3.3.-	COG3425	Polyketide biosynthesis 3-hydroxy-3-methylglutaryl-ACP synthase PksG
GJMMAFOP_00363	CDS	771	pksH	4.2.1.-	COG1024	putative polyketide biosynthesis enoyl-CoA hydratase PksH
GJMMAFOP_00364	CDS	750	pksI	4.-.-.-	COG1024	Putative polyketide biosynthesis enoyl-CoA isomerase PksI
GJMMAFOP_00365	CDS	15132	pksJ		COG0318	Polyketide synthase PksJ
GJMMAFOP_00366	CDS	13599	pksL		COG3321	Polyketide synthase PksL
GJMMAFOP_00367	CDS	12789	pksM			Polyketide synthase PksM
GJMMAFOP_00368	CDS	885	nap_1	3.1.1.1	COG0596	putative carboxylesterase nap
GJMMAFOP_00369	CDS	411				hypothetical protein
GJMMAFOP_00370	CDS	1125	csd_1	2.8.1.7		putative cysteine desulfurase
GJMMAFOP_00371	CDS	861	gmuE_1	2.7.1.4	COG1940	Putative fructokinase
GJMMAFOP_00372	CDS	840	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
GJMMAFOP_00373	CDS	1452	emrY_1			putative multidrug resistance protein EmrY
GJMMAFOP_00374	CDS	1860	ltaS2_1		COG1368	Lipoteichoic acid synthase 2
GJMMAFOP_00375	CDS	471	ydjM_1		COG1988	Inner membrane protein YdjM
GJMMAFOP_00376	CDS	141	sspJ_1			Small, acid-soluble spore protein J
GJMMAFOP_00377	CDS	1404	ydgI_1		COG0531	Putative arginine/ornithine antiporter
GJMMAFOP_00378	CDS	1065	feuB_1		COG0609	Iron-uptake system permease protein FeuB
GJMMAFOP_00379	CDS	1014	feuC_1		COG0609	Iron-uptake system permease protein FeuC
GJMMAFOP_00380	CDS	813	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
GJMMAFOP_00381	CDS	729	walR_1		COG0745	Transcriptional regulatory protein WalR
GJMMAFOP_00382	CDS	1758	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
GJMMAFOP_00383	CDS	1422	uxaC_1	5.3.1.12	COG1904	Uronate isomerase
GJMMAFOP_00384	CDS	1389	yjmB_1		COG2211	putative symporter YjmB
GJMMAFOP_00385	CDS	999	exuR_1		COG1609	putative HTH-type transcriptional repressor ExuR
GJMMAFOP_00386	CDS	1464	uxaB_1	1.1.1.58	COG0246	Altronate oxidoreductase
GJMMAFOP_00387	CDS	1491	uxaA_1	4.2.1.7	COG2721	Altronate dehydratase
GJMMAFOP_00388	CDS	1311	pehX	3.2.1.82		Exo-poly-alpha-D-galacturonosidase
GJMMAFOP_00389	CDS	909	cynR_1			HTH-type transcriptional regulator CynR
GJMMAFOP_00390	CDS	696	yiiM_1		COG2258	Protein YiiM
GJMMAFOP_00391	CDS	792	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GJMMAFOP_00392	CDS	681	rspR_1		COG1802	HTH-type transcriptional repressor RspR
GJMMAFOP_00393	CDS	204				hypothetical protein
GJMMAFOP_00394	CDS	951	btuF_1			Vitamin B12-binding protein
GJMMAFOP_00395	CDS	1065	hmuU_1		COG0609	Hemin transport system permease protein HmuU
GJMMAFOP_00396	CDS	1284	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GJMMAFOP_00397	CDS	903	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GJMMAFOP_00398	CDS	1170	adh1_1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
GJMMAFOP_00399	CDS	1404	sglT			Sodium/glucose cotransporter
GJMMAFOP_00400	CDS	1179				hypothetical protein
GJMMAFOP_00401	CDS	222				hypothetical protein
GJMMAFOP_00402	CDS	147	pdxA2_1	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
GJMMAFOP_00403	CDS	747	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GJMMAFOP_00404	CDS	579	yvqK_1	2.5.1.17	COG2096	Corrinoid adenosyltransferase
GJMMAFOP_00405	CDS	954	pemA	3.1.1.11	COG4677	Pectinesterase A
GJMMAFOP_00406	CDS	387	liaI_1			Protein LiaI
GJMMAFOP_00407	CDS	684	liaH_1		COG1842	Protein LiaH
GJMMAFOP_00408	CDS	864	liaG_1		COG3595	Protein LiaG
GJMMAFOP_00409	CDS	732	liaF_1		COG4758	Protein LiaF
GJMMAFOP_00410	CDS	1065	liaS_1	2.7.13.3	COG4585	Sensor histidine kinase LiaS
GJMMAFOP_00411	CDS	636	liaR_1		COG2197	Transcriptional regulatory protein LiaR
GJMMAFOP_00412	CDS	366				hypothetical protein
GJMMAFOP_00413	CDS	1122	gerAC_1			Spore germination protein A3
GJMMAFOP_00414	CDS	1101	gerAB_1			Spore germination protein A2
GJMMAFOP_00415	CDS	1443	gerAA_1			Spore germination protein A1
GJMMAFOP_00416	CDS	168				hypothetical protein
GJMMAFOP_00417	CDS	1389	fumC	4.2.1.2		Fumarate hydratase class II
GJMMAFOP_00418	CDS	954				hypothetical protein
GJMMAFOP_00419	CDS	165	yuzO_1			putative protein YuzO
GJMMAFOP_00420	CDS	1347	cssS_1	2.7.13.3		Sensor histidine kinase CssS
GJMMAFOP_00421	CDS	675	cssR_1			Transcriptional regulatory protein CssR
GJMMAFOP_00422	CDS	1371	htrB_1	3.4.21.107	COG0265	Serine protease Do-like HtrB
GJMMAFOP_00423	CDS	465	mrgA_1		COG0783	Metalloregulation DNA-binding stress protein
GJMMAFOP_00424	CDS	843	actIII	1.3.1.-		Putative ketoacyl reductase
GJMMAFOP_00425	CDS	1155				hypothetical protein
GJMMAFOP_00426	CDS	1785	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
GJMMAFOP_00427	CDS	447				hypothetical protein
GJMMAFOP_00428	CDS	978	yfiY_1		COG0614	putative siderophore-binding lipoprotein YfiY
GJMMAFOP_00429	CDS	1002	yfiZ_1		COG0609	putative siderophore transport system permease protein YfiZ
GJMMAFOP_00430	CDS	1056	yfhA_1		COG0609	putative siderophore transport system permease protein YfhA
GJMMAFOP_00431	CDS	819	yusV_2		COG1120	putative siderophore transport system ATP-binding protein YusV
GJMMAFOP_00432	CDS	741				hypothetical protein
GJMMAFOP_00433	CDS	252				hypothetical protein
GJMMAFOP_00434	CDS	342				hypothetical protein
GJMMAFOP_00435	CDS	252				hypothetical protein
GJMMAFOP_00436	CDS	162				hypothetical protein
GJMMAFOP_00437	CDS	2391	fadN_1	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
GJMMAFOP_00438	CDS	1176	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
GJMMAFOP_00439	CDS	1785	fadE_1	1.3.99.-	COG1960	putative acyl-CoA dehydrogenase
GJMMAFOP_00440	CDS	357	mgsR_1		COG1393	Regulatory protein MgsR
GJMMAFOP_00441	CDS	384	gcvH_1		COG0509	Glycine cleavage system H protein
GJMMAFOP_00442	CDS	279				hypothetical protein
GJMMAFOP_00443	CDS	345	rnmV_1	3.1.26.8		Ribonuclease M5
GJMMAFOP_00444	CDS	309				hypothetical protein
GJMMAFOP_00445	CDS	357				hypothetical protein
GJMMAFOP_00446	CDS	177				hypothetical protein
GJMMAFOP_00447	CDS	1026	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
GJMMAFOP_00448	CDS	669	metP_1		COG2011	Methionine import system permease protein MetP
GJMMAFOP_00449	CDS	831	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
GJMMAFOP_00450	CDS	369				hypothetical protein
GJMMAFOP_00451	CDS	936	czcD_1		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
GJMMAFOP_00452	CDS	786	sufC_1		COG0396	Vegetative protein 296
GJMMAFOP_00453	CDS	1314				hypothetical protein
GJMMAFOP_00454	CDS	1221	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase SufS
GJMMAFOP_00455	CDS	447	sufU_1	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
GJMMAFOP_00456	CDS	1398				hypothetical protein
GJMMAFOP_00457	CDS	294				hypothetical protein
GJMMAFOP_00458	CDS	1122	rapI_2	3.1.-.-		Response regulator aspartate phosphatase I
GJMMAFOP_00459	CDS	120				hypothetical protein
GJMMAFOP_00460	CDS	120				hypothetical protein
GJMMAFOP_00461	CDS	384				hypothetical protein
GJMMAFOP_00462	CDS	861				hypothetical protein
GJMMAFOP_00463	CDS	1122	thiO_1	1.4.3.19		Glycine oxidase
GJMMAFOP_00464	CDS	840	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
GJMMAFOP_00465	CDS	822	bsn_1	3.1.-.-	COG2356	Extracellular ribonuclease
GJMMAFOP_00466	CDS	1047	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
GJMMAFOP_00467	CDS	1407				hypothetical protein
GJMMAFOP_00468	CDS	1197	tetA_1			Tetracycline resistance protein, class B
GJMMAFOP_00469	CDS	1599	pucR_1		COG2508	Purine catabolism regulatory protein
GJMMAFOP_00470	CDS	1227	pucG_1	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
GJMMAFOP_00471	CDS	135				hypothetical protein
GJMMAFOP_00472	CDS	585	betI_2			HTH-type transcriptional regulator BetI
GJMMAFOP_00473	CDS	534				hypothetical protein
GJMMAFOP_00474	CDS	852				hypothetical protein
GJMMAFOP_00475	CDS	822				hypothetical protein
GJMMAFOP_00476	CDS	1356	mggB_1	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
GJMMAFOP_00477	CDS	306				hypothetical protein
GJMMAFOP_00478	CDS	777	yunB_1			Sporulation protein YunB
GJMMAFOP_00479	CDS	1530				hypothetical protein
GJMMAFOP_00480	CDS	114				hypothetical protein
GJMMAFOP_00481	CDS	981	lytH_1	3.4.-.-	COG0739	L-Ala--D-Glu endopeptidase
GJMMAFOP_00482	CDS	897	lipA_1	2.8.1.8	COG0320	Lipoyl synthase
GJMMAFOP_00483	CDS	618				hypothetical protein
GJMMAFOP_00484	CDS	276	yutD_1		COG4470	putative protein YutD
GJMMAFOP_00485	CDS	444				hypothetical protein
GJMMAFOP_00486	CDS	771	yutF_1	3.1.3.-	COG0647	Acid sugar phosphatase
GJMMAFOP_00487	CDS	483	ypjQ_1		COG1267	putative protein YpjQ
GJMMAFOP_00488	CDS	1005				hypothetical protein
GJMMAFOP_00489	CDS	963	ghrB_1	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
GJMMAFOP_00490	CDS	1302	hom_1	1.1.1.3	COG0460	Homoserine dehydrogenase
GJMMAFOP_00491	CDS	1068	thrC_1	4.2.3.1	COG0498	Threonine synthase
GJMMAFOP_00492	CDS	921	thrB_1	2.7.1.39	COG0083	Homoserine kinase
GJMMAFOP_00493	CDS	1962	dpp5_1	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
GJMMAFOP_00494	CDS	240	nfuA_1			Fe/S biogenesis protein NfuA
GJMMAFOP_00495	CDS	327				hypothetical protein
GJMMAFOP_00496	CDS	267				hypothetical protein
GJMMAFOP_00497	CDS	501	padC_1	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
GJMMAFOP_00498	CDS	1107	rapI_3	3.1.-.-		Response regulator aspartate phosphatase I
GJMMAFOP_00499	CDS	207				hypothetical protein
GJMMAFOP_00500	CDS	594				hypothetical protein
GJMMAFOP_00501	CDS	372	fra_1		COG5646	Intracellular iron chaperone frataxin
GJMMAFOP_00502	CDS	885				hypothetical protein
GJMMAFOP_00503	CDS	711				hypothetical protein
GJMMAFOP_00504	CDS	1068	ndh_1	1.6.99.3	COG1252	NADH dehydrogenase
GJMMAFOP_00505	CDS	237				hypothetical protein
GJMMAFOP_00506	CDS	1218	nupX_1		COG1972	Putative nucleoside permease NupX
GJMMAFOP_00507	CDS	858	dapF_1	5.1.1.7	COG0253	Diaminopimelate epimerase
GJMMAFOP_00508	CDS	366			COG0316	Protein
GJMMAFOP_00509	CDS	480				hypothetical protein
GJMMAFOP_00510	CDS	225				hypothetical protein
GJMMAFOP_00511	CDS	201				hypothetical protein
GJMMAFOP_00512	CDS	999	yumC_1	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
GJMMAFOP_00513	CDS	1212		1.6.99.-	COG1252	NADH dehydrogenase-like protein
GJMMAFOP_00514	CDS	330				hypothetical protein
GJMMAFOP_00515	CDS	675	yuiC_1		COG3584	putative protein YuiC
GJMMAFOP_00516	CDS	477				hypothetical protein
GJMMAFOP_00517	CDS	1491	pepA_1	3.4.11.1	COG0260	Cytosol aminopeptidase
GJMMAFOP_00518	CDS	1329				hypothetical protein
GJMMAFOP_00519	CDS	597				hypothetical protein
GJMMAFOP_00520	CDS	594	yedY1_1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
GJMMAFOP_00521	CDS	1140	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
GJMMAFOP_00522	CDS	1239	putR_1			Proline-responsive transcriptional activator PutR
GJMMAFOP_00523	CDS	1410	alsT_2		COG1115	Amino-acid carrier protein AlsT
GJMMAFOP_00524	CDS	297	yukE_1		COG4842	Protein YukE
GJMMAFOP_00525	CDS	240	yukD_1		COG5417	ESX secretion system protein YukD
GJMMAFOP_00526	CDS	1326	essB_1		COG4499	Type VII secretion system protein EssB
GJMMAFOP_00527	CDS	4485	eccC_1		COG1674	ESX secretion system protein EccC
GJMMAFOP_00528	CDS	3036	yueB_1		COG1511	ESX secretion system protein YueB
GJMMAFOP_00529	CDS	489				hypothetical protein
GJMMAFOP_00530	CDS	456				hypothetical protein
GJMMAFOP_00531	CDS	732	yueD_1	1.1.1.320		Benzil reductase ((S)-benzoin forming)
GJMMAFOP_00532	CDS	531				hypothetical protein
GJMMAFOP_00533	CDS	1464				hypothetical protein
GJMMAFOP_00534	CDS	897	aes_1	3.1.1.-		Acetyl esterase
GJMMAFOP_00535	CDS	162				hypothetical protein
GJMMAFOP_00536	CDS	435	ywnA_1		COG1959	Putative HTH-type transcriptional regulator YwnA
GJMMAFOP_00537	CDS	1110			COG0628	Putative transport protein
GJMMAFOP_00538	CDS	222	gerPF_2			putative spore germination protein GerPF
GJMMAFOP_00539	CDS	249				hypothetical protein
GJMMAFOP_00540	CDS	402	yueI_1		COG5506	putative protein YueI
GJMMAFOP_00541	CDS	552	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
GJMMAFOP_00542	CDS	1470	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
GJMMAFOP_00543	CDS	1221	cdgJ_1	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
GJMMAFOP_00544	CDS	222				hypothetical protein
GJMMAFOP_00545	CDS	141	degQ_1			Degradation enzyme regulation protein DegQ
GJMMAFOP_00546	CDS	912				hypothetical protein
GJMMAFOP_00547	CDS	171				hypothetical protein
GJMMAFOP_00548	CDS	2316	comP_1	2.7.13.3		Sensor histidine kinase ComP
GJMMAFOP_00549	CDS	639	comA_1		COG2197	Transcriptional regulatory protein ComA
GJMMAFOP_00550	CDS	390		3.1.2.-	COG2050	Putative esterase
GJMMAFOP_00551	CDS	375	mrpG_1		COG1320	Na(+)/H(+) antiporter subunit G
GJMMAFOP_00552	CDS	285	mrpF_1		COG2212	Na(+)/H(+) antiporter subunit F
GJMMAFOP_00553	CDS	477	mrpE_1		COG1863	Na(+)/H(+) antiporter subunit E
GJMMAFOP_00554	CDS	1488	mrpD_1		COG0651	Na(+)/H(+) antiporter subunit D
GJMMAFOP_00555	CDS	342	mrpC_1		COG1006	Na(+)/H(+) antiporter subunit C
GJMMAFOP_00556	CDS	432	mrpB_1		COG2111	Na(+)/H(+) antiporter subunit B
GJMMAFOP_00557	CDS	2403	mrpA_1		COG1009	Na(+)/H(+) antiporter subunit A
GJMMAFOP_00558	CDS	234				hypothetical protein
GJMMAFOP_00559	CDS	1344	cimH_1		COG3493	Citrate/malate transporter
GJMMAFOP_00560	CDS	792	psd_1	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
GJMMAFOP_00561	CDS	483	dedA_1		COG0586	Protein DedA
GJMMAFOP_00562	CDS	537				hypothetical protein
GJMMAFOP_00563	CDS	708	dcuR_1		COG4565	Transcriptional regulatory protein DcuR
GJMMAFOP_00564	CDS	1602	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
GJMMAFOP_00565	CDS	558				hypothetical protein
GJMMAFOP_00566	CDS	447				hypothetical protein
GJMMAFOP_00567	CDS	1836	pbpD_1		COG0744	Penicillin-binding protein 4
GJMMAFOP_00568	CDS	1218	sbnD_1			Staphyloferrin B transporter
GJMMAFOP_00569	CDS	618				hypothetical protein
GJMMAFOP_00570	CDS	390	kapB_1			Kinase-associated lipoprotein B
GJMMAFOP_00571	CDS	201				hypothetical protein
GJMMAFOP_00572	CDS	1164	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
GJMMAFOP_00573	CDS	486				hypothetical protein
GJMMAFOP_00574	CDS	258				hypothetical protein
GJMMAFOP_00575	CDS	822	rsbQ_1			Sigma factor SigB regulation protein RsbQ
GJMMAFOP_00576	CDS	501				hypothetical protein
GJMMAFOP_00577	CDS	1173	dapX_1	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
GJMMAFOP_00578	CDS	390	yugI_1		COG1098	General stress protein 13
GJMMAFOP_00579	CDS	237				hypothetical protein
GJMMAFOP_00580	CDS	1164	adh2_1	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
GJMMAFOP_00581	CDS	1353	pgi_1	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
GJMMAFOP_00582	CDS	528				hypothetical protein
GJMMAFOP_00583	CDS	477	tspO_1		COG3476	Tryptophan-rich protein TspO
GJMMAFOP_00584	CDS	567				hypothetical protein
GJMMAFOP_00585	CDS	405				hypothetical protein
GJMMAFOP_00586	CDS	984				hypothetical protein
GJMMAFOP_00587	CDS	255	mstX_1		COG1226	Protein mistic
GJMMAFOP_00588	CDS	177				hypothetical protein
GJMMAFOP_00589	CDS	681				hypothetical protein
GJMMAFOP_00590	CDS	1290				hypothetical protein
GJMMAFOP_00591	CDS	786	celS	3.2.1.4		Endoglucanase S
GJMMAFOP_00592	CDS	675				hypothetical protein
GJMMAFOP_00593	CDS	591	betI_3			HTH-type transcriptional regulator BetI
GJMMAFOP_00594	CDS	1683	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
GJMMAFOP_00595	CDS	402				hypothetical protein
GJMMAFOP_00596	CDS	1056	nmoA_1	1.13.12.-	COG2070	Nitronate monooxygenase
GJMMAFOP_00597	CDS	738	tgl_1	2.3.2.13		Protein-glutamine gamma-glutamyltransferase
GJMMAFOP_00598	CDS	1983	mcpA_1		COG0840	Methyl-accepting chemotaxis protein McpA
GJMMAFOP_00599	CDS	1986	mcpA_2		COG0840	Methyl-accepting chemotaxis protein McpA
GJMMAFOP_00600	CDS	1983	mcpA_3		COG0840	Methyl-accepting chemotaxis protein McpA
GJMMAFOP_00601	CDS	525	yraA_1	3.2.-.-	COG0693	Putative cysteine protease YraA
GJMMAFOP_00602	CDS	987	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
GJMMAFOP_00603	CDS	1146				hypothetical protein
GJMMAFOP_00604	CDS	831	uppP_1	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
GJMMAFOP_00605	CDS	816	ypbG_1		COG1408	putative protein YpbG
GJMMAFOP_00606	CDS	549				hypothetical protein
GJMMAFOP_00607	CDS	1134	ugtP_1	2.4.1.315		Processive diacylglycerol beta-glucosyltransferase
GJMMAFOP_00608	CDS	1482				hypothetical protein
GJMMAFOP_00609	CDS	174				hypothetical protein
GJMMAFOP_00610	CDS	210				hypothetical protein
GJMMAFOP_00611	CDS	360				hypothetical protein
GJMMAFOP_00612	CDS	351				hypothetical protein
GJMMAFOP_00613	CDS	708				hypothetical protein
GJMMAFOP_00614	CDS	324				hypothetical protein
GJMMAFOP_00615	CDS	1722				hypothetical protein
GJMMAFOP_00616	CDS	387				hypothetical protein
GJMMAFOP_00617	CDS	636				hypothetical protein
GJMMAFOP_00618	CDS	624				hypothetical protein
GJMMAFOP_00619	CDS	1026	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
GJMMAFOP_00620	tRNA	73				tRNA-Ala(ggc)
GJMMAFOP_00621	CDS	1182	oxdD_1	4.1.1.2	COG2140	Oxalate decarboxylase OxdD
GJMMAFOP_00622	CDS	1182	alr2_1	5.1.1.1	COG0787	Alanine racemase 2
GJMMAFOP_00623	CDS	918				hypothetical protein
GJMMAFOP_00624	CDS	1629				hypothetical protein
GJMMAFOP_00625	CDS	555	opcR_1		COG1510	HTH-type transcriptional repressor OpcR
GJMMAFOP_00626	CDS	1473	gbsA_1	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
GJMMAFOP_00627	CDS	1209	gbsB_1	1.1.1.-	COG1454	Choline dehydrogenase
GJMMAFOP_00628	CDS	582	yuaD_1			Putative metal-sulfur cluster biosynthesis proteins YuaD
GJMMAFOP_00629	CDS	483				hypothetical protein
GJMMAFOP_00630	CDS	915				hypothetical protein
GJMMAFOP_00631	CDS	1320	ktrB_1		COG0168	Ktr system potassium uptake protein B
GJMMAFOP_00632	CDS	657	ktrA_1		COG0569	Ktr system potassium uptake protein A
GJMMAFOP_00633	CDS	648	pcp_1	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
GJMMAFOP_00634	CDS	129				hypothetical protein
GJMMAFOP_00635	CDS	1113	rapG_1	3.1.-.-		Response regulator aspartate phosphatase G
GJMMAFOP_00636	CDS	189				hypothetical protein
GJMMAFOP_00637	CDS	996				hypothetical protein
GJMMAFOP_00638	CDS	558	srtD_1	3.4.22.-	COG3764	Sortase D
GJMMAFOP_00639	CDS	585	thiT_1		COG3859	Thiamine transporter ThiT
GJMMAFOP_00640	CDS	1101	araR_1		COG1609	Arabinose metabolism transcriptional repressor
GJMMAFOP_00641	CDS	291				hypothetical protein
GJMMAFOP_00642	CDS	1272	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
GJMMAFOP_00643	CDS	1287	aroA1_1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
GJMMAFOP_00644	CDS	1116				hypothetical protein
GJMMAFOP_00645	CDS	1083	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
GJMMAFOP_00646	CDS	804	trpA_1	4.2.1.20	COG0159	Tryptophan synthase alpha chain
GJMMAFOP_00647	CDS	1203	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
GJMMAFOP_00648	CDS	648	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
GJMMAFOP_00649	CDS	753	trpC_1	4.1.1.48		Indole-3-glycerol phosphate synthase
GJMMAFOP_00650	CDS	1017	trpD_2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
GJMMAFOP_00651	CDS	1548	trpE_1	4.1.3.27	COG0147	Anthranilate synthase component 1
GJMMAFOP_00652	CDS	384	aroH_1	5.4.99.5	COG4401	Chorismate mutase AroH
GJMMAFOP_00653	CDS	1089	aroB_1	4.2.3.4	COG0337	3-dehydroquinate synthase
GJMMAFOP_00654	CDS	1173	aroC_1	4.2.3.5	COG0082	Chorismate synthase
GJMMAFOP_00655	CDS	771	cheR_1	2.1.1.80		Chemotaxis protein methyltransferase
GJMMAFOP_00656	CDS	447	ndk_1	2.7.4.6	COG0105	Nucleoside diphosphate kinase
GJMMAFOP_00657	CDS	1047	hepT_1	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
GJMMAFOP_00658	CDS	702	menG_1	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
GJMMAFOP_00659	CDS	765	hepS_1	2.5.1.30		Heptaprenyl diphosphate synthase component 1
GJMMAFOP_00660	CDS	228	mtrB_1			Transcription attenuation protein MtrB
GJMMAFOP_00661	CDS	573	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
GJMMAFOP_00662	CDS	279	hupA_1		COG0776	DNA-binding protein HU 1
GJMMAFOP_00663	CDS	1479	spoIVA_1	3.6.1.3		Stage IV sporulation protein A
GJMMAFOP_00664	CDS	735				hypothetical protein
GJMMAFOP_00665	CDS	204				hypothetical protein
GJMMAFOP_00666	CDS	1038	gpsA_1	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
GJMMAFOP_00667	CDS	1311	der_1		COG1160	GTPase Der
GJMMAFOP_00668	CDS	195				hypothetical protein
GJMMAFOP_00669	CDS	894				hypothetical protein
GJMMAFOP_00670	CDS	600				hypothetical protein
GJMMAFOP_00671	CDS	132				hypothetical protein
GJMMAFOP_00672	CDS	1050	fni_1	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
GJMMAFOP_00673	CDS	1149	ypfD_1		COG0539	30S ribosomal protein S1 
GJMMAFOP_00674	CDS	675	cmk_1	2.7.4.25	COG0283	Cytidylate kinase
GJMMAFOP_00675	CDS	177				hypothetical protein
GJMMAFOP_00676	CDS	654	ypfA_1		COG5581	putative protein YpfA
GJMMAFOP_00677	CDS	1353	ypeB_1			Sporulation protein YpeB
GJMMAFOP_00678	CDS	594	sleB_1		COG3409	Spore cortex-lytic enzyme
GJMMAFOP_00679	CDS	690				Sporulation protein cse15
GJMMAFOP_00680	CDS	576	rok_1			Repressor Rok
GJMMAFOP_00681	CDS	447	ykuV_1	1.8.-.-	COG0526	Thiol-disulfide oxidoreductase YkuV
GJMMAFOP_00682	CDS	543	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
GJMMAFOP_00683	CDS	804	ykuT		COG0668	putative MscS family protein YkuT
GJMMAFOP_00684	CDS	246				hypothetical protein
GJMMAFOP_00685	CDS	1125	ykuR_1	3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
GJMMAFOP_00686	CDS	711	dapH_2	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
GJMMAFOP_00687	CDS	456			COG0716	Flavodoxin
GJMMAFOP_00688	CDS	894				hypothetical protein
GJMMAFOP_00689	CDS	477				Flavodoxin
GJMMAFOP_00690	CDS	882	cmpR_1			HTH-type transcriptional activator CmpR
GJMMAFOP_00691	CDS	252	ykuL_1		COG0517	CBS domain-containing protein YkuL
GJMMAFOP_00692	CDS	222				hypothetical protein
GJMMAFOP_00693	CDS	546	ywqN_1	1.-.-.-	COG0655	Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN
GJMMAFOP_00694	CDS	882	gltR_1		COG0583	HTH-type transcriptional regulator GltR
GJMMAFOP_00695	CDS	717	nfi_1	3.1.21.7	COG1515	Endonuclease V
GJMMAFOP_00696	CDS	465	ywqK			Putative antitoxin YwqK
GJMMAFOP_00697	CDS	1809	ywqJ	3.1.-.-	COG5444	Putative ribonuclease YwqJ
GJMMAFOP_00698	CDS	261				hypothetical protein
GJMMAFOP_00699	CDS	423				hypothetical protein
GJMMAFOP_00700	CDS	786	ywqG_1		COG3878	putative protein YwqG
GJMMAFOP_00701	CDS	1323	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
GJMMAFOP_00702	CDS	765	ywqE_1	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
GJMMAFOP_00703	CDS	684	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
GJMMAFOP_00704	CDS	747	ywqC_1		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
